entry,at,order
"""jesse @ U0pi2C59gl"" checks",2023-03-25T02:32:06.238Z,167971152623800
"""Duncan @ ZNWCYkgSaC"" calls 1.00",2023-03-25T02:32:02.751Z,167971152275100
"""Robert @ w37CveWf41"" folds",2023-03-25T02:32:00.938Z,167971152093800
"""Spero @ 7PSVHF7rE9"" folds",2023-03-25T02:31:59.986Z,167971151998600
"""jesse @ U0pi2C59gl"" posts a straddle of 1.00",2023-03-25T02:31:54.405Z,167971151440508
"""Duncan @ ZNWCYkgSaC"" posts a big blind of 0.50",2023-03-25T02:31:54.405Z,167971151440507
"""Robert @ w37CveWf41"" posts a small blind of 0.25",2023-03-25T02:31:54.405Z,167971151440506
"Your hand is 3♥, 5♣",2023-03-25T02:31:54.405Z,167971151440505
"Player stacks: #1 ""Duncan @ ZNWCYkgSaC"" (352.23) | #4 ""jesse @ U0pi2C59gl"" (450.43) | #5 ""Spero @ 7PSVHF7rE9"" (188.15) | #8 ""Robert @ w37CveWf41"" (248.73)",2023-03-25T02:31:54.405Z,167971151440501
"-- starting hand #415 (id: qhvotvcuzryp)  (No Limit Texas Hold'em) (dealer: ""Spero @ 7PSVHF7rE9"") --",2023-03-25T02:31:54.405Z,167971151440500
"-- ending hand #414 --",2023-03-25T02:31:51.492Z,167971151149202
"""Spero @ 7PSVHF7rE9"" collected 8.50 from pot",2023-03-25T02:31:51.492Z,167971151149201
"Uncalled bet of 3.00 returned to ""Spero @ 7PSVHF7rE9""",2023-03-25T02:31:51.492Z,167971151149200
"""Duncan @ ZNWCYkgSaC"" folds",2023-03-25T02:31:50.656Z,167971151065600
"""Spero @ 7PSVHF7rE9"" bets 3.00",2023-03-25T02:31:48.504Z,167971150850400
"Flop:  [K♣, 2♥, 4♣]",2023-03-25T02:31:42.284Z,167971150228400
"""Duncan @ ZNWCYkgSaC"" calls 4.00",2023-03-25T02:31:41.482Z,167971150148200
"""Robert @ w37CveWf41"" folds",2023-03-25T02:31:38.712Z,167971149871200
"""Spero @ 7PSVHF7rE9"" raises to 4.00",2023-03-25T02:31:37.128Z,167971149712800
"""jesse @ U0pi2C59gl"" folds",2023-03-25T02:31:32.276Z,167971149227600
"""Duncan @ ZNWCYkgSaC"" posts a straddle of 1.00",2023-03-25T02:31:29.470Z,167971148947008
"""Robert @ w37CveWf41"" posts a big blind of 0.50",2023-03-25T02:31:29.470Z,167971148947007
"""Spero @ 7PSVHF7rE9"" posts a small blind of 0.25",2023-03-25T02:31:29.470Z,167971148947006
"Your hand is 4♠, J♠",2023-03-25T02:31:29.470Z,167971148947005
"Player stacks: #1 ""Duncan @ ZNWCYkgSaC"" (356.23) | #4 ""jesse @ U0pi2C59gl"" (450.43) | #5 ""Spero @ 7PSVHF7rE9"" (183.65) | #8 ""Robert @ w37CveWf41"" (249.23)",2023-03-25T02:31:29.470Z,167971148947001
"-- starting hand #414 (id: kywpznu4d79i)  (No Limit Texas Hold'em) (dealer: ""jesse @ U0pi2C59gl"") --",2023-03-25T02:31:29.470Z,167971148947000
"""jesse @ U0pi2C59gl"" shows a A♥, 9♦.",2023-03-25T02:31:27.767Z,167971148776700
"""Robert @ w37CveWf41"" shows a A♣, 8♣.",2023-03-25T02:31:25.649Z,167971148564900
"-- ending hand #413 --",2023-03-25T02:31:25.150Z,167971148515002
"""Duncan @ ZNWCYkgSaC"" collected 27.85 from pot",2023-03-25T02:31:25.150Z,167971148515001
"Uncalled bet of 30.55 returned to ""Duncan @ ZNWCYkgSaC""",2023-03-25T02:31:25.150Z,167971148515000
"""Robert @ w37CveWf41"" folds",2023-03-25T02:31:24.342Z,167971148434200
"""Duncan @ ZNWCYkgSaC"" bets 30.55",2023-03-25T02:31:20.903Z,167971148090300
"""Robert @ w37CveWf41"" checks",2023-03-25T02:31:06.876Z,167971146687600
"River: 5♠, 6♣, 4♠, 4♣ [4♥]",2023-03-25T02:31:00.161Z,167971146016100
"""Robert @ w37CveWf41"" calls 9.55",2023-03-25T02:30:59.334Z,167971145933400
"""Duncan @ ZNWCYkgSaC"" raises to 9.55",2023-03-25T02:30:56.671Z,167971145667100
"""Robert @ w37CveWf41"" bets 3.00",2023-03-25T02:30:46.594Z,167971144659400
"Turn: 5♠, 6♣, 4♠ [4♣]",2023-03-25T02:30:42.302Z,167971144230200
"""Duncan @ ZNWCYkgSaC"" checks",2023-03-25T02:30:41.465Z,167971144146500
"""Robert @ w37CveWf41"" checks",2023-03-25T02:30:38.201Z,167971143820100
"Flop:  [5♠, 6♣, 4♠]",2023-03-25T02:30:33.892Z,167971143389200
"""Robert @ w37CveWf41"" calls 4.00",2023-03-25T02:30:33.055Z,167971143305500
"""Spero @ 7PSVHF7rE9"" folds",2023-03-25T02:30:31.493Z,167971143149300
"""jesse @ U0pi2C59gl"" folds",2023-03-25T02:30:30.371Z,167971143037100
"""Duncan @ ZNWCYkgSaC"" raises to 4.00",2023-03-25T02:30:27.721Z,167971142772100
"""Robert @ w37CveWf41"" posts a straddle of 1.00",2023-03-25T02:30:23.081Z,167971142308108
"""Spero @ 7PSVHF7rE9"" posts a big blind of 0.50",2023-03-25T02:30:23.081Z,167971142308107
"""jesse @ U0pi2C59gl"" posts a small blind of 0.25",2023-03-25T02:30:23.081Z,167971142308106
"Your hand is A♣, 8♣",2023-03-25T02:30:23.081Z,167971142308105
"Player stacks: #1 ""Duncan @ ZNWCYkgSaC"" (341.93) | #4 ""jesse @ U0pi2C59gl"" (450.68) | #5 ""Spero @ 7PSVHF7rE9"" (184.15) | #8 ""Robert @ w37CveWf41"" (262.78)",2023-03-25T02:30:23.081Z,167971142308101
"-- starting hand #413 (id: env2jhcukic7)  (No Limit Texas Hold'em) (dealer: ""Duncan @ ZNWCYkgSaC"") --",2023-03-25T02:30:23.081Z,167971142308100
"-- ending hand #412 --",2023-03-25T02:30:20.175Z,167971142017502
"""Robert @ w37CveWf41"" collected 24.75 from pot",2023-03-25T02:30:20.175Z,167971142017501
"Uncalled bet of 18.00 returned to ""Robert @ w37CveWf41""",2023-03-25T02:30:20.175Z,167971142017500
"""Spero @ 7PSVHF7rE9"" folds",2023-03-25T02:30:19.361Z,167971141936100
"""Robert @ w37CveWf41"" bets 18.00",2023-03-25T02:30:17.287Z,167971141728700
"""Spero @ 7PSVHF7rE9"" checks",2023-03-25T02:30:11.289Z,167971141128900
"Turn: 5♠, 3♣, 4♠ [10♣]",2023-03-25T02:30:06.065Z,167971140606500
"""Robert @ w37CveWf41"" calls 9.00",2023-03-25T02:30:05.207Z,167971140520700
"""Spero @ 7PSVHF7rE9"" raises to 9.00",2023-03-25T02:29:55.470Z,167971139547000
"""Robert @ w37CveWf41"" bets 3.00",2023-03-25T02:29:52.387Z,167971139238700
"""Spero @ 7PSVHF7rE9"" checks",2023-03-25T02:29:49.493Z,167971138949300
"Flop:  [5♠, 3♣, 4♠]",2023-03-25T02:29:43.803Z,167971138380300
